Title,Author,Poem,PoemAnalysis,PoemGoogleCounts
江南,曹操,"江南可采莲，莲叶何田田。鱼戏莲叶间，
鱼戏莲叶东，鱼戏莲叶西，鱼戏莲叶南，鱼戏莲叶北。",《江南》这首诗描写了江南的劳动人民采莲时的欢乐心情。奇妙的是，作者并没有直接描述这种心情，而是通过描绘水上生机盎然的莲叶和水下自由嬉游的鱼儿，让读者感受到这种欢乐的。从结构上看，这首诗虽然很短，但也分为“唱”、“和”两部分，其中，前三句是采莲人的“唱词”，后四句是众人的“和词”。,7560000
十五从军征,曹操,"十五从军征，八十始得归。
道逢乡里人：“家中有阿谁？”
“遥看是君家，松柏冢累累。”
兔从狗窦入，雉从梁上飞，
中庭生旅谷，井上生旅葵。
舂谷持作饭，采葵持作羹。
羹饭一时熟，不知贻阿谁。
出门东向看，泪落沾我衣。","本书选录的《十五从军征》和《行行重行行》两首诗都是《古诗十九首》中的名篇。《古诗十九首》是梁朝人萧统《文选》里收录的最早的五言古诗，总题为《古诗十九首》。这十九首诗是建安诗的前驱，大约作于东汉末年，作者、题目都已经不可查了，只好以每首诗的第一句作为标题。
从内容上看，这首诗虽然不是很短，但都是一个人遭遇的自述。通过这一番极其凄凉和惨痛的自述，反映了当时兵役制度的不合理和百姓沉重的负担。开头两句“十五从军征，八十始得归“极具震撼力，不仅吸引了读者的注意力，而且一语道破兵役制度的不合理之处。",162000
行行重行行,曹操,"行行重行行，与君生别离。
相去万余里，各在天一涯；
道路阻且长，会面安可知？
胡马依北风，越鸟巢南枝。
相去日已远，衣带日已缓；
浮云蔽白日，游子不顾返。
思君令人老，岁月忽已晚。
弃捐勿复道，努力加餐饭！",《行行重行行》是一首描写离乱的诗，表达了作者对别离的痛恨之情。全诗以清新纯真的语言和形象生动的比喻，描写了妻子对离家远行的丈夫的相思之情。后人评论这首诗时，说它情真、景真、事真、意真，一字千金。由此可见这首诗的精妙。,70800
短歌行,曹操,"对酒当歌，人生几何？譬如朝露，去日苦多。
慨当以慷，忧思难忘。何以解忧？唯有杜康。
青青子衿，悠悠我心。但为君故，沉吟至今。
哟呦鹿鸣，食野之苹。我有嘉宾，鼓瑟吹笙。
明明如月，何时可掇？忧从中来，不可断绝。
越陌度阡，枉用相存。契阔谈宴，心念旧恩。
月明星稀，乌鹊南飞。绕树三匝，何枝可依？
山不厌高，海不厌深。周公吐哺，天下归心。","《短歌行》是诗人按旧题写的新辞，主旨是表达作者求贤若渴的心情和愿意任用人才，以便实现统一天下的抱负。
自《诗经》以来，有很多人学习四言雅颂之体，但大都形式呆板、气韵不足，而诗人却深得《诗经》和汉乐府民歌的精髓，创作出了这样一首四言体的杰作，成为脍炙人口的千古名篇。这首诗融抒情、写景、叙事和说理于一体，在纯正质朴的语言之中贯穿悲凉的心情，用铿锵有力的音韵和宕荡起伏的音调抒发慷慨的心情，意境深远优美，风格丰富多姿，感情真挚深刻。",179000
观沧海,曹操,"东临碣石，以观沧海。
水何澹澹，山岛竦峙。
树木丛生，百草丰茂。
秋风萧瑟，洪波涌起。
日月之行，若出其中；
星汉灿烂，若出其里。
幸甚至哉，歌以咏志。","根据史料记载，汉献帝建安十二年（207年）八月，曹操奇袭鸟桓，取得胜利。在班师回朝的途中，登上今天河北省境内的碣石山，远观沧海，不禁感慨万千，即兴写了这首诗。这首诗描写了碣石山的秋景和大海的壮观，抒发了诗人的豪情壮志和博大胸怀。
《观沧海》共四章，每章都能独立成篇。整首诗想象丰富，气势雄伟。诗人抓住大海景观的外在特征，极力塑造了大海的英雄性格。而诗人之所以着重塑造和刻画大海的英雄性格，是为了表现诗人自己的性格。诗人刻画大海的洪波巨浪，是为了表达自己性格里雄浑无极的一面；描绘日月的纵贯长空，是为了表现自己的经天纬地之才；描述灿烂夺目的星河，是为了表现自己浩瀚博大的胸怀。后世的很多人都很推崇这首诗，就是因为欣赏这首诗所体现出来的豪迈气势和高远境界。",316000
燕歌行,曹丕,"秋风萧瑟天气凉，草木摇落露为霜，
群燕辞归雁南翔。念君客游思断肠，
慊慊思归恋故乡，君何淹留寄他方？
贱妾茕茕守空房，忧来思君不敢忘，不觉泪下沾衣裳。
援琴鸣弦发清商，短歌微吟不能长。
明月皎皎照我床，星汉西流夜未央。
牵牛织女遥相望，尔独何辜限河梁？","据记载和考证，《燕歌行》原为燕地（今河北中北部）的民间音乐，反映的大多是战争和徭役给百姓带来的痛苦。这首诗也不例外，通过一个等待外出服役的丈夫回家的妻子的口吻，反映了当时永无休止的战争和徭役带给百姓的苦难，寄托了诗人对下层百姓苦难生活的同情。
这首诗是我国现存最早、发展最完备的七言古诗，在诗歌发展史上具有重要的地位。从内容上来看，这首诗分为三个层次。第一层的前两句写自然节气的变化，是由宋玉《九辩》中的“悲哉，秋之为气也，草木摇落而变衰”变化而来的。在第一层，作者集中浓墨，着重刻画了一幅风声萧瑟、草木凋落、大雁南飞的秋景。
第二层刻画了妻子情深意切的思念和孤苦不安的忧思。她猜测丈夫此时一定也在思念着她，并因此掀起了一层新的波澜：既然丈夫思念她，又为什么迟迟不归呢？通过她的埋怨，更清晰地反映了她对丈夫的依恋。第三层描写了深夜牛郎织女隔河相望的情景。",25800
白马篇,曹植,"白马饰金羁，连翩西北驰。
借问谁家子？幽并游侠儿。
少小去乡邑，扬声沙漠垂。
宿昔秉良弓，楛矢何参差。
控弦破左的，右发摧月支。
仰手接飞猱，俯身散马蹄。
狡捷过猴猿，勇剽若豹螭。
边城多警急，虏骑数迁移。
羽檄从北来，厉马登高堤。
长驱蹈匈奴，左顾凌鲜卑。
弃身锋刃端，性命安可怀？
父母且不顾，何言子与妻？
名编壮志籍，不得中顾私。
捐躯赴国难，视死忽如归。","《白马篇》又名《游侠篇》，是诗人前期的代表作品，表现了诗人愿意为国家建功立业的迫切心情。当时，诗人风华正茂，以过人的才华、敏捷的文思深得父亲曹操的赏识，因此所作的诗大都体现出了一种少年所特有的雄心壮志。《白马篇》正是其中的代表之作。
就全诗内容来看，咏的不是实人实事，尽管按古题，写的却全是当时的“新鲜事”，由此可见，诗人是根据自己的所见所闻来描写心目中的游侠儿的。可以说，游侠儿的这个形象也是他个人理想的化身，是他的自我写照。最后的“捐躯赴国难，视死忽如归”表达了诗人愿意为国捐躯的心愿，是千古名句。",23800
赠徐干,曹植,"惊风飘白日，忽然归西山。
圆景光未满，众星粲以繁。
志士营世业，小人亦不闲。
聊且夜行游，游彼双阙间。
文昌郁云兴，迎风高中天。
春鸠鸣飞栋，流猋激棂轩。
顾念蓬室士，贫贱诚可怜。
薇藿弗充虚，皮褐犹不全。
慷慨有悲心，兴文自成篇。
宝弃怨何人？和氏有其愆。
弹冠俟知己，知己谁不然？
良田无晚岁，膏泽多丰年。
亮怀玙璠美，积久德愈宣。
亲交义在敦，申章复何言！",根据相关记载可知，徐干是“建安七子”中比较淡泊名利的一位，而且担任的官职一直都很低，因此，徐干的生活可能的确比较清贫，可能正如诗中所描述的那样。但这首诗的立意却不是描写徐干的清贫生活，相反，诗人对徐干处境深表同情和不平。诗人认为，徐干有才有德，但是却不得重用，相反，其他许多平庸之人却被赏识和重用。这与两晋时期诗人左思的《咏史》表达的主题相近。,743000
杂诗,曹植,"高台多悲风，朝日照北林。
之子在万里，江湖迥且深。
方舟安可极，离思故难任。
孤雁飞南游，过庭长哀吟。
翘思慕远人，愿欲托遗音。
形景忽不见，翩翩伤我心。","这首诗是诗人在思念友人时候写的，不仅表达了诗人对友人的思念之情，还表达了诗人自己孤独、苦闷的心情。
第一句“高台多悲风”是广为传诵的名句。在钟嵘著的《诗品》里，评价这句诗为“古今胜语”。不仅如此，曹植的这种写作手法还在中国的文学史上产生了深刻的影响。两晋南北朝时期的诗人谢朓就是受此影响最大的诗人。",5310
咏怀,阮籍,"夜中不能寐，起坐弹鸣琴。
薄帷鉴明月，清风吹我衿。
孤鸿号外野，翔鸟鸣北林。
徘徊将何见？忧思独伤心！","后世的学者大都十分推崇阮籍的才华，认为他的诗“厥旨渊放，归趣难求”。在《读诗三札记》一中里，萧涤非引用黄节的话，评论说，阮籍的诗是最难理解的，之所以难以理解，主要有两个原因。一是由于阮籍的诗与当时的环境关系很大。阮籍的诗大多是讥讽之作，但由于害怕受到司马氏的迫害，阮籍不敢以太明白的语言斥责当权者，因此难以理解其意。二是由于当时的习惯，阮籍在诗中引用典故时，都是凭借记忆的，因此与事实有出入，这也给后人理解他的诗造成了障碍。
再来看这首诗。这首诗最大的特点就是虽然写明了是抒发忧愁，但是又没有写明为什么忧愁。这样一来，全诗的诗义和意境就被无限放大了，留给读者很多想象的空间。",51400
赠秀才入军（二首）,嵇康,"良马既闲，丽服有晖。
左揽繁弱，右接忘归。
风驰电逝，蹑景追飞。
凌厉中原，顾盼生姿。
息徒兰圃，秣马华山。
流磻平皋，垂纶长川。
目送归鸿，手挥五弦。
俯仰自得，游心太玄。
嘉彼钓叟，得鱼忘筌。
郢人逝矣，谁与尽言。","在这两首诗里，诗人想象兄长嵇喜在军营，领略山水乐趣的情景。跟随着诗人的想象和描述，读者似乎看到了嵇喜在长满兰草的地上休息、在开满鲜花的山坡上喂马，还有抓鸟、钓鱼等游戏。嵇喜一边目送鸿雁南归，一边弹着五弦琴，任凭心神游荡在天地之中。
其实，嵇康是把军旅生活想象得太乐观和美好了，这与其说描写的是兄长嵇喜的军旅生活，还不如说是诗人借机抒发了自己纵心自然的情趣。由嵇康对军旅生活的美好想象和向往，我们可以看出，在魏晋时期的文人墨客眼中，从军是一件美好的事，这也印证了曹植“捐躯赴国难，视死忽如归”的诗句中反映出的豪迈精神。",865000
