Title,Author,Poem,AuthorIntro,PoemAnalysis,PoemGoogleCounts
题都城南庄,崔护,去年今日此门中，人面桃花相映红。人面不知何处去，桃花依旧笑春风。,*崔护，字殷功，武城（山东武城西北）人。德宗贞元十二年（796）进士及第。宪宗元和元年（806）与元、白同登才识兼茂明于体用科。文宗大和三年（829）为京兆尹，同年七月为御史大夫、岭南节度使。,"这首诗是根据一个生活故事写成的，它的故事简单说是这样的：有人在一个桃花盛开的春天，郊游到长安南郊的一个村庄，或者就叫南庄，邂逅了一位美丽的姑娘，从此耿耿于怀了。在另一个桃花盛开的春天，他再一次来到南庄，希望能再一次见到那位让他放心不下的姑娘。然而，风景不殊，心仪的姑娘再也没能出现，语云：“时不再来”，机会一旦错过，它就不再属于你了。任何人遇到这样的事情，都会留下永远的惆怅。那个人永远失去了他的机会，却成就了一首唐诗。
“去年今日此门中，人面桃花相映红”，这两句写发生在过去的一个情景。“去年今日”这一时间定位，是天才的艺术处理，一箭双雕地表明全诗有两个场面，分别发生在过去和现在——“去年今日”和“今年今日”。说了“去年今日”，下文就不用再说“今年今日”。对于曲子词，例如欧阳修《生查子》，写了“去年元夜时，花市灯如昼”，再写“今年元夜时，花市灯依旧”，这样的重复无关紧要。而对于一首二十八字的绝句，经济的用字是何等重要！在曲子词中，也有人学崔护的这个写法，如晏殊《浣溪沙》“去年天气（旧亭台）”，效果相同。
“人面桃花”的组词，是又一个天才的发明。它不仅是说，在桃花盛开的背景下遇见一个美丽的姑娘，而且含有比义：而且这个比义可以是人面艳如桃花，也可以是桃花娇如人面，也可以是人面、桃花比美！后一种揣测，从“相映红”三字得到了印证。一般情况下，人面的红与桃花的红不可同日而语，正因为如此，这才是发明。读者无妨想象，那人面之红，是不是姑娘见了男子情不自禁的反应，是不是接下来她就举起一枝桃花来掩饰自己的脸红，如此这般可以写一段小说。总之，去年今日的相逢，给男子留下的特别美好的印象，完全包含在“人面桃花”一句之中。
“人面不知何处去，桃花依旧笑春风”，这两句写现在的情景。诗人巧妙地将“人面桃花”这个组词拆开了，分属两句，一句话抹去了“人面”，一句话留住了“桃花”。这里用“人面”代替姑娘，仍是天才的做法，试想，如果改为“之子”就因为失去和上文的照映，诗句顿时黯淡无光。下句“桃花依旧笑春风”的“笑”字，也是一字千金。因为它不仅延续了前文的拟人，而且暗示了去年的“人面”，也是满面“春风”，也是含笑的。“依旧”二字，也说明了这一点。总之，这两句写物（桃花）是人（人面）非，字里行间充满惆怅，而这种惆怅又会使“去年今日”的情景，在记忆中进一步得到美化，使生活的美成为永久。
“人面桃花”后来成为一出戏名，永远地活在舞台之上。
晚唐孟棨用创作本事的形式，复原诗中的故事。他把主人公定位为作者，把时间定位为连续两年的清明。如是小说也倒罢了，如信以为真则大谬不然。因为，作为一个作品，哪怕是第一人称的写作，诗人采用的素材，也不必是自身的经历；而“去年今日”的写法，更可能出于艺术的提炼，因此，它较生活更集中、更典型。换言之，素材中的两个生活片断，虽一定发生在春季，却未必发生在同一个日子。",444000
晚鸦,崔护,"黯黯严城罢鼓鼙，数声相续出寒栖。
不嫌惊破寒窗梦，却恐为奴半夜啼。",,"诗中描写的情景应发生在长安城南，禁夜之后。示意“止其行李，以备窃盗”的暮鼓早已敲过了（“黯黯严城罢鼓鼙”），这时某一民居中的一位妇人，却被宅外高树上的鸦啼声惊醒。出人意表的是，她并未因此埋怨啼鸦，却反作歉然的语气道：“恐怕是我睡梦中的哭声惊扰了枝上的晚鸦罢，真正是对不起呀。”看来，她一点也不为那悲哀梦境的惊破而感到遗憾。
这就立刻使读者联想到金昌绪《春怨》。同样被啼鸟惊梦，那可是怨气冲天，迁怒于啼鸟呢。两首诗情景形成对照，但不同的形式，却有相同的意味。无论嫌鸟也好，不嫌鸟也好，可以说都不是诗的本旨。诗人通过怨鸟或谢鸟的形式，目的都在于更好地表现闺怨。一般说来，闺怨的本质内容没有太大差别，千差万别处在表现的方式。不正面写闺怨，而借水怨山，从侧面微挑，更耐人寻思。正是“超以象外，得其圜中”（唐司空图《诗品》）。
这首诗在刻画人物形象上，是很有个性的。那妇人不嫌惊梦，又暗示给我们那梦的悲苦，她不是在梦中都哭了吗？这和《春怨》中一心要做“到辽西”好梦的少妇比，其处境当更凄凉。诗中一面称鸦窠为“寒栖”，一面称自家为“寒窗”，两两相形，最见物我同情之意，不待奴啼惊鸦，鸦啼惊奴，彼此原谅而后知。与《春怨》对读，我们感到这体谅晚鸦的人，是贫妇；那打起黄莺的人儿，却是香闺少妇。由诗见人，也是一妙。",66300
征人怨,柳中庸,"岁岁金河复玉关，朝朝马策与刀环。
三春白雪归青冢，万里黄河绕黑山。",*柳中庸（？—775？），名淡，以字行，蒲州虞乡（今山西永济）人。曾授洪府户曹参军，不就。与李端为诗友。,"柳中庸是唐大历年间进士，中唐诗人。此时的国力不再有盛唐时的气象，诗人们所写的边塞诗也从赳赳豪情更多地转向抒写边塞将士们的生活状况。这首诗所反映的就是一个长年驻守边关的征人的哀怨。从诗中所提到的几个地名来看，都在现在的内蒙古自治区境内，唐时属单于都护府。
“岁岁金河复玉关，朝朝马策与刀环”，年复一年，东西奔波，往来边城；日复一日，跃马横刀，征战不休。从时间与空间两方面落笔。“岁岁”“朝朝”表现时间上的无休无止，年复一年。“金河”“玉关”两地相距甚远，更显奔波之苦。“马策”，马鞭。“刀环”，战刀上的铜环。两者都是军旅生活的代表性事物，足以使人联想到征战生涯。一个“复”字，一个“与”字，显出单调而无尽头，透露出征人的疲惫与无奈。
“三春白雪归青冢，万里黄河绕黑山”，三月时节，内地已届晚春，但征人所在的边塞却还是白雪纷纷。“青冢”是汉元帝时和亲匈奴的王昭君的墓地，一说在内蒙古自治区的呼和浩特境内，传说塞外草白，唯独昭君墓上草色发青，故称“青冢”。这里不一定是实指，只是表明征人所在的位置是在塞外。末句“万里黄河绕黑山”，写边塞的山川形势：万里黄河绕过绵绵黑山，继续奔腾向前。黄河、黑山本不在一地，黄河绕黑山的情形是不可能实际出现的。诗人把这些地名牵到一处，皆因这些都是征人转战跋涉常经之地、常见之景。从“白雪青冢”与“黄河黑山”两幅画面中，我们不仅看到了边塞的苦寒荒凉，更可以感受到戍边将士们的辛苦辗转。
四句诗四个画面，表面上看来不相统属，但用标题一贯穿，却产生了连环画般的效果。一个在苦寒单调的环境中长年奔波不已的戍边将士的形象一下子生动了起来。虽通篇无一“怨”字，却使我们感受到了一股浓浓的怨气，收到了“不著一字，尽得风流”（唐司空图《诗品》）的艺术效果。而其对仗之工整，色彩之绚丽，用字之凝练，在绝句中实属上品。",1050000
再宿武关,李涉,"远别秦城万里游，乱山高下出商州。
关门不锁寒溪水，一夜潺湲送客愁。",*李涉，自号清溪子，洛阳（今属河南）人。宪宗时为太子通事舍人，后贬谪峡州司仓参军。曾为太学博士，敬宗时以事流南方，浪游桂林。,"这首诗大约是作者大和中第二次罢官出京过武关时写的。“武关”，在商州（今陕西丹凤东南），为秦时南面的重要关隘，又名南关。
诗中“秦城”为地名，在今陕西陇县。“远别”“万里游”暗示作者因事罢官流放南方之事。“远别”意味着与仕途告别。“万里游”并非游山玩水，而是被迫漂流。次句“乱山”指商州附近的商山。商州山势高下曲折，有七盘十二绕之说。“乱山高下”四个字，写出商山重峦叠嶂、回环曲折的气势和形貌。一个“乱”字用得出神入化，就像王昌龄“平明送客楚山孤”的“孤”一样，不仅是说山，也折射出人的思想感情，即心烦意乱。“高下”有高一脚低一脚的感觉，也是乱的表现。“出”字则使静止的山活动起来，不仅是说山，同时也是写人——总之，这句将人和山、人和路交织起来，既写出旅况的艰辛，更表现了心情的苦闷。
三四句写夜宿武关。作者不正面诉说羁旅怀乡之苦、孤馆寒灯之凄凉，却从古关静夜、溪水潺潺引起浮想联翩——古关傍溪流的“潺湲”之声，仿佛承载着作者绵绵无尽的离愁长流远去。“关门”是用来锁人的，本来就不锁溪流。作者却有些抱怨的意思——“关门”啊，你为什么不锁住寒溪水呢，这和王之涣“羌笛何须怨杨柳”的写法相近，无理语正好抒情。作者抱怨什么呢？“一夜潺湲”——暗示他一夜难眠，这就别出心裁地通过对水声的描写，把内心“剪不断，理还乱”的离愁别恨，曲折细腻地描摹出来。清沈德潜评曰：“一夜不寐意，写来偏曲。”（《唐诗别裁集》）
反复玩味，总觉得末句有些囫囵，“一夜潺湲送客愁”，是说客愁减轻了呢，还是说客愁加重了呢？表面上是在说减轻，实际上却不可能减轻。尽管水在流，水声却长在耳畔，恰如李白所说：“抽刀断水水更流，举杯销愁愁更愁”（《宣州谢朓楼饯别校书叔云》），这一夜水流的声音，也应该是这个感觉。可见末句造语之妙。",306000
润州听暮角,李涉,"江城吹角水茫茫，曲引边声怨思长。
惊起暮天沙上雁，海门斜去两三行。",,"这首诗是作者羁旅水途之作。诗中“江城”指润州（今江苏镇江），以面临长江故称。“边声”即指角声——因边地军中常吹画角，不妨称之为“边声”。诗的前两句只写听觉及望中景象，而字里行间隐约有作者优伤的影子，“水茫茫”三字有一种张望以及望穿秋水的感觉。羁途之士，难免有异地思归之情，故听到边地乐声，能立刻引起共鸣，勾起他绵绵乡思。次句的“曲引边声怨思长”，乍看似只就曲调而言，“引”“长”二字给人角声绵绵不尽之感，回顾前句的“水茫茫”“怨思长”又不只是说曲调，更是说人了。准确地说，是人听角声的感觉。
暮角声起，江边沙滩上的鸿雁随即惊起，而飞向了远方。据清代官刻《镇江府志》，“焦山东北有二岛对峙，谓之海门”。今有海门县。诗的后两句乍看只是照写实景，但这不正是作者行行日远、有家难归的真实写照吗——作者故家洛阳在润州的西北，而鸿雁是南向越飞越远。不要说还乡，就是要托鸿雁传书也不可能。“惊起——雁”，写雁不写人，是所谓“不犯正位”——雁的受惊远飞似乎影射着作者的遭际，此诗很可能是作于迁谪途中——作者在唐文宗时曾因事流放康州（今广东德庆）。“海门”这两个字的意思在地名之外，给人以阔大的感觉。雁是群居的候鸟，飞行时或作一行，或作两行，诗人却说“斜去两三行”，形象地写出了雁群初起尚未成行，或行列处在调整之中的情态。同时，字里行间有一种目送的情态，这是属于人的。有祈祷，有同情，有很复杂的意味。在中国，鸟和文字的关系一直很紧密，雁和文学的关系，是缔结在秋天、迁徙、漂泊这些节骨眼上的。
这首诗寓情于景——江边的城市、浩渺的江水和惊飞的鸿雁，寥寥数笔，全是生活中最典型、最突出的物象，而画外则传来悲凉的画角声，更有气氛渲染的作用。清代王士祯《唐人万首绝句选》引宋顾乐评：“博士集中，此作可称高调。”",29300
列女操,孟郊,"梧桐相待老，鸳鸯会双死。贞女贵殉夫，舍生亦如此。
波澜誓不起，妾心井中水。",*孟郊（751—814），字东野，湖州武康（浙江德清）人。少隐嵩山，贞元十二年（796）进士及第，十六年任溧水尉，后辞官。曾任河南水陆运从事，试协律郎。宪宗元和九年（814）迁兴元军参谋，试大理评事，赴任时暴死途中。友人张籍等私溢贞曜先生。有《孟东野诗集》。,"这首诗曾被视为宣传封建礼教之作，久被拒之门外。今取再读，仍觉怦然心动。什么原因？大概是没吃准原意。唐代的妇女，并不如我们所想象的保守。真正的无条件的守节是在宋代。不过，唐代妇女也不是随便乱来，对爱情的忠贞仍被视为高尚情操。这种忠贞又有两个境界。张籍笔下的节妇，是委婉回绝的代表；孟郊笔下的烈女，却是断无商量的代表。都令人敬佩。这首诗是烈女自道，通篇都著决绝语，斩钉截铁，义无反顾，叫人惊心动魄，大有“砍头不要紧，只要主义真”（近代夏明翰《就义诗》）的英雄气概，所以不能当作封建礼教的牺牲品，而应升华为情圣与爱神。
“梧桐相待老，鸳鸯会双死”，古人善于观察天地万物，烈女从至死不渝的凤凰和鸳鸯身上找到生命的真谛，那就是爱情至上，决心效法。
“贞女贵殉夫，舍生亦如此”，接得好紧。既然凤凰和鸳鸯做得到，我也做得到。在生死与大义之间，我选择义。
“波澜誓不起，妾心井中水”，有了义的支持，一切都变得那么简单：我是古井之水，休想吹起半点波浪。真是义正词严，凛然不可侵犯，让觊觎者为之心灰。
坚守爱情，也是一种信念，让我们尊敬这个唐代烈女罢。",201000
游终南山,孟郊,"南山塞天地，日月石上生。高峰夜留景，深谷昼未明。
山中人自正，路险心亦平。长风驱松柏，声拂万壑清。
到此悔读书，朝朝近浮名。",,"“终南山”，又称南山，位于今陕西省西安市南，为秦岭主峰之一。因其水秀云美，石奇林幽，而成为古代士人向往的隐居之地。
“南山塞天地，日月石上生”，起句颇为大气，终南山犹如擎天一柱，充塞天地，白天的太阳、夜晚的月亮，投射下来，照亮了山石。“高峰夜留景，深谷昼未明”，前头刚写了日月，这日月在山中是如何情景呢？月亮升起，高高山峰尽在月光沐浴之下，一片雪白。写了高峰，再写深谷，下到深谷，不见日光，即便大白天里，也是一片昏黑。通过对高峰、深谷这山中一高一低两处风景描绘，写出了终南山的清幽宜人。“长风驱松柏，声拂万壑清”，这两句亦颇豪壮，长风吹动松柏，发出哗哗响声，林木随风摆动，群山更显清静。
诗里刻画了终南山的清幽宁静，绘景之中，同时写人，“山中人自正，路险心亦平”，虽说山道险峻，山中之人高洁清正，所以走来也是顺当平坦，并不崎岖。高山巍巍，深谷幽幽，松涛阵阵，心底坦荡，在写了山中风物人情后，诗人由衷感叹“到此悔读书，朝朝近浮名”，也是自然而然了。
读完全诗，谈到本诗主旨，人们大概会说，通过对终南山风光的描绘，表达了诗人南山归隐之情。
是这样的吗？
表面看是如此，细嚼诗味，往深处想想，总觉得不完全这样。一个人如果真正向往归隐的话，应是一种冲夷恬淡口吻才对，如王维同样漫游终南山，《终南别业》写道：“中岁颇好道，晚家南山陲。兴来每独往，胜事空自知。行到水穷处，坐看云起时。偶然值林叟，谈笑无还期。”孟郊此诗，显然不是这样，“南山塞天地，日月石上生”“长风驱松柏，声拂万壑清”，整个写景，十分豪壮。“山中人自正，路险心亦平”“到此悔读书，朝朝近浮名”，转而写到人事，亦见出中心不平块垒横塞的抑郁牢骚，与淡定平和的归隐，并不相称。
为何会是这个样子？
孟郊，字东野，韩愈《送孟东野序》有句警惊之语，“大凡物不得其平则鸣”，并就孟郊诗言道“亦不知天将和其声而使鸣国家之盛邪？抑将穷饿其身、思愁其心肠而使自鸣其不幸邪？”这两句颇显抵牾，为什么一方面是“鸣国家之盛”，一方面却又会是“自鸣其不幸”？
这种矛盾和孟郊的立身处世紧密相关，孟郊胸怀壮志，功名心重，但因为自己的清高傲世，不合流俗，所以一直未能显达。他四十六岁考中进士，也是沉沦下僚，穷愁缠身，抑郁苦闷。也许正是这种高昂的意志和压抑的人生，两极的冲突较量，从而造成了孟郊诗歌不可调和的对立，他的诗里既有热切的《游子吟》：“慈母手中线，游子身上衣。临行密密缝，意恐迟迟归。谁言寸草心，报得三寸晖。”同时也有冰凉的《秋怀》：“秋月颜色冰，老客志气单。冷露滴梦破，峭风梳骨寒。席上印病文，肠中车轮转。疑怀无所凭，虚听多无端。梧桐枯峥嵘，声响如哀弹。”其诗，真可谓冷热交攻，不可调和。
这首《游终南山》，是孟郊在长安所作。孟郊几度应试落第，这首诗极有可能是他在落第之后，抑郁无聊，游览终南，眼见林壑优美，泉石秀雅，引发了胸中牢骚不平，“到此悔读书，朝朝近浮名”，功名的耿耿于怀和内心的不得其志，所以才发出这般激越愤慨之语。可看他元和元年（806）一旦高中，却又完全是另外一副笔调，《登科后》写道：“昔日龌龊不足夸，今朝放荡思无涯。春风得意马蹄疾，一日看尽长安花。”简直是喜心翻倒，近于癫狂。
尽管孟郊身世凄凉，但总的来看，他是热切用世的，这首《游终南山》的隐中见仕、冷中见热，正是这般。",78800
寒地百姓吟,孟郊,"无火炙地眠，半夜皆立号。冷箭何处来，棘针风骚骚。
霜吹破四壁，苦痛不可逃。高堂搥钟饮，到晓闻烹炮。
寒者愿为蛾，烧死彼华膏。华膏隔仙罗，虚绕千万遭。
到头落地死，踏地为游遨。游遨者是谁？君子为郁陶！",,"此诗题下自注云：“为郑相其年居河南，畿内百姓，大蒙矜恤。”“郑相”，指郑余庆，《旧唐书•郑余庆传》谓宪宗元和三年（808）为检校兵部尚书，兼东都留守。同书《孟郊传》又云，李翱荐郊于留守郑余庆，辟为宾佐，后余庆镇兴元，又奏为从事。可见此诗当为元和中作于洛阳。孟郊与郑关系如此之好，但他并没有对郑作正面的歌颂，甚至也没有在诗中表现“畿内百姓”如何“大蒙矜恤”；他所想到的只是苦寒中的百姓，这一点非常难能可贵。
全篇立意，可用杜甫两句诗来概括：“朱门酒肉臭，路有冻死骨。”（《自京赴奉先咏怀五百字》）但它描绘得更为具体，在我们面前展开了一幅贫富悬殊的图画。一个寒冷的冬夜，贫苦的百姓们席地而眠。本该像今天北方烧炕似的，先用柴火将地皮烘热，然后才能睡下。可他们哪里有钱买柴火，只得睡在冰冷的冻土上。好容易挨到半夜，冻得实在受不了，于是站起来直叫冷。“半夜皆立号”五字，何其精炼而又准确！特别是那个“皆”字，又代表了多少啼饥号寒的老百姓！
从“冷箭”一句起，诗人的笔触从地面转向四壁。“冷箭”“棘针”，形容从破壁中吹进的冷风。“骚骚”，语本《文选》张衡《思玄赋》：“寒风凄其永至兮，拂云岫之骚骚。”注引李善曰：“骚骚，风劲貌。”一本作“骚劳”，疑非是。“霜吹破四壁”，极言寒风之劲。霜花竟能从破壁中吹进，缝隙之大可想，房屋之破败亦可见。冷风挟着霜花，穿过破壁，像冷箭、棘针一般砭人肌骨，无此生活体验者绝不能写出，有此生活体验而不关心民瘼者亦不能写出。孟郊是一寒士，李翱《荐所知于徐州张仆射》曾云：“郊穷饿不能养其亲，周天下无所遇。”故能写出此语。而“苦痛不可逃”一句，则出自一个受难者的心声。室内尚如此寒冷，何况冰天雪地的室外，即使逃出去，岂不是活活冻死！联系下文来看，此句亦可看作对当时社会的控诉。在封建制度的桎梏下，苦寒的百姓是永远翻不了身的。
“高堂”二句写富贵人家夜宴时鸣钟奏乐，直到天亮，烹调美味佳肴的香气还久久不散，依然可闻。同前面所描写的相比：贫者一何苦，富者一何奢！看来贫富悬殊、阶级对立，确是封建社会一种活生生的存在。问题是在这种对立面前，贫者是委曲求全、苟且偷生？还是愤然而起，同命运拼搏？作者没有写前者，而是选择了后者。他写寒者不胜冻馁之苦，宁愿变做扑灯蛾，被灯火活活烧死。此乃受冷之极、渴求温暖的一种心理变态，也是一种消极的反抗。尽管如此，那点燃着兰膏的华灯却被层层纱幔遮挡，使他（或他们）难以接近。尽管“仙罗”遮挡，华灯难近，寒者还不住地在四周转悠，寻找机会，以求一近“华膏”。“虚绕千万遭”，虽属虚指，然却反映了寒者求生不能、求死不得的悲惨境况。一个“虚”字，包含了多少怅惘、多少失意之情！
“到头”二句，把尖锐对立着的矛盾，推向了高潮。寒者绕帐转了不知多少遍，终因冻馁疲惫不堪，倒地而死。此“到”字即“倒”字，见清代朱骏声《说文通训定声》。“到头”便是倒头。寒者一头栽倒在地，死了也无人过问。不仅如此，那些在罗帐里通宵吃喝的富人，还醉醺醺地走了出来，踏着尸体，恣意遨游。如此惨状，惨绝人寰，确实令人难以卒读。在中国文学史上，揭露如此深刻的作品，诚不多见。
这首五古，用的是赋体。它从头至尾，像讲故事似的描述了中唐时代残酷的现实。人物形象都是通过自身的行动进行刻画的，且与所处的环境结合得非常紧密。诗中采用了十分贴切的比喻，如“冷箭”“棘针”之喻寒风，“飞蛾”之喻寒者；也采用了夸张的手法，如“虚绕千万遭”，“踏地为游遨”。然而更为重要的是在强烈对比中展开矛盾冲突，在矛盾冲突中揭露贫富的对立，歌颂寒者顽强不屈的意志，鞭挞富人灭绝人性的奢侈享乐生活。直到最后，作者才忍无可忍地出面责问：“游遨者是谁？君子为郁陶！”君子当然是诗人自指，或许也包含郑某一类有良心的官吏。“郁陶（音遥）”是悲愤积聚之意。这儿的问题提得非常尖锐，难道游遨者仅是参加夜宴的几个人吗？不，是整个统治阶级，是万恶的封建制度！",137000
闻砧,孟郊,"杜鹃声不哀，断猿啼不切。月下谁家砧，一声肠一绝。
杵声不为客，客闻发自白。杵声不为衣，欲令游子归。",,"闻砧是常见的题材，自古以来，不知多少诗人写过。凄婉的砧声来自溪头，来自野外，来自御苑，曾经牵动过多少乡思离愁，铸成了多少名章隽语。然而像孟郊这样集中笔力借砧声以抒游子情怀的作品，却并不多见。
砧声的特点在于“哀”而“切”。每当萧索之秋、月明之夜，一声声砧杵，刺破寒空，靡不给人以凄楚苍凉之感。可是为了突出砧声之哀，诗人却不从正面着手，而是先用两个人们熟知的哀音作为比较：“杜鹃声不哀，断猿啼不切。”杜鹃的声音算得哀了，李白《宣城见杜鹃花》诗云：“蜀国曾闻杜鹃鸟，宣城又见杜鹃花。一叫一回肠一断，三春三月忆三巴。”杜鹃鸣声凄切，似“不如归去”，最易引起羁旅愁思。然而它与砧声相比，诗人却说它“不哀”。“断猿”，指断肠之猿。南朝宋刘义庆《世说新语•黜免》载：“桓公入蜀，至三峡中，部伍中有得猿子者，其母缘岸哀号，行百余里不去，遂跳上船，至便即绝。破视其腹中，肠皆寸寸断。”又南朝宋盛弘之《荆州记》引渔者歌曰：“巴东三峡巫峡长，猿鸣三声泪沾裳。”杜甫亦有诗云：“风急天高猿啸哀。”（《登高》）“听猿实下三声泪”（《秋兴八首》）。猿声之哀，一至于此。可是这里却说它“不切”。果然“不哀”“不切”吗？不，这是为了烘托砧声。
铺垫已足，诗人便放笔描写砧声。此时诗中人物远游他乡，月下踽踽独行，忽然阵阵砧声，传入他的耳鼓。他感到一惊：“月下谁家砧？”这声音好凄苦：“一声肠一绝。”此句盖从前引李白诗“一叫一回肠一断”化来，而尤为精练。本来杜鹃声、猿声皆令人肠断，然而对一个经常涉水登山的人来说，已经司空见惯，无动于衷，唯有这月下砧声，才能拨动他心中的哀弦。于是下文转入自我愁思的抒发。
“杵声”以下四句，重在写自我感受。所谓“客”和“游子”，皆谓诗中人物也。孟郊以写《游子吟》著称，他的“慈母手中线，游子身上衣。……谁言寸草心，报得三春晖”，千百年来，脍炙人口。他还有一首《游子》诗云：“萱草生堂阶，游子行天涯。”也写得情真意挚。这儿既言“客”，又言“游子”，是一再强调做客他乡之意。是的，“杵声不为客”，它是生活中的客观存在：“佳人理寒服，万结砧杵劳。”（《子夜四时歌•秋歌第一》）谁人不穿衣，谁家妇女不捣衣？它并不是专为惹动游子愁思才挥动捣衣棒的。尽管砧声无意，而闻之者却有心：“客闻发自白。”听了砧声，头发不禁为之愁白，所谓“白发三千丈，缘愁似个长”（李白《秋浦歌》）是也。这是对旅愁高度的概括。一本“自”作“尽”，当以“自”为胜，因此字对上文有呼应作用。古代妇女捣衣，有的是为了寄给征人，故唐代陈玉兰《寄夫》诗云：“一行书信千行泪，寒到君边衣到无？”此云：“杵声不为衣，欲令游子归。”是代捣衣妇设想，意为她此时捣衣，并非为了寄给游子，而是想让他听到砧声，惹起乡思，速速归来。语直而纤，感情深挚。上两句分明说“杵声不为客”，而这里实际是说杵声专为游子而发，即“为客”，语言似相互矛盾。其实这是反复言之，上两句从游子角度着眼，下两句从对面（思妇）写来，多层次、多侧面地描述了砧声之苦。
这首五古不雕章琢句，而是以质朴的语言，倾诉胸中的感情。同是咏砧，同是写游子，但作者能独辟蹊径，自出机杼，写得真挚感人。苏轼《读孟东野诗》云：“诗从肺腑出，出辄愁肺腑。”诚者斯言！",192000
游子吟,孟郊,"慈母手中线，游子身上衣。临行密密缝，意恐迟迟归。
谁言寸草心，报得三春晖！",,"孟郊诗多抒写穷愁，用字造句力避平庸浅率，而就生新瘦硬，故苏轼谓之“郊寒岛瘦”。所谓寒、瘦，在内容上指言贫叫苦，在艺术上则指苦吟和一种清峭的意境美。今人方牧素描孟郊：“冷露滴破残梦，峭风梳篦寒骨；暮年登第，一生才说几句痛快话”（《孟郊苦吟》），可谓得之。
《游子吟》是孟郊享誉千古之作。在香港的民意测验中，此诗高居最知名十佳唐诗的榜首。关键在于诗人抓住了母爱与孝道，在中华民族文化心理结构中占有特别重要地位的题材，而表现得深入浅出。诗作于贞元十六年（800）溧水县尉任上，自注云：“迎母溧上作”。
前四句摄取生活中一个常见的情景，慈母为游子准备行装，在游子临行前夕，在灯下缝缝补补。这幅图画表现的是贫寒之家，儿子出门不能盛其服玩车马之饰，然而母爱是“论心不论迹”的。从“临行密密缝”这个场面所流露的质朴无华的人性美，足以使任何“金缕衣”失去光辉。
在母亲眼中，孩子永远是孩子，不管他走向何方，不管他走得多远，都永远走不出母亲的目光，走不出母亲的思念。从感情上讲，母亲希望孩子早些回来的，这是“意恐迟迟归”的一层含义。而从理智上讲，母亲又本能地深知，孩子必须经风雨、见世界，所以不管怎样的不放心，也绝不会把他拴牢在自己身边。母亲缝下密密的针脚，怕衣服不经穿，这是“意恐迟迟归”的又一层含义。换言之，怕衣服不经穿，乃是“临行密密缝”的深层原因。
最后两句是针对迎母溧上这件事而言的，谋到一官半职，就李逵一般地不忘老母，这片赤子之心天然感人。而诗人还进一步辨认孝心与母爱的区别：孝心是出于报恩的意识，而母爱是无条件、无意识的，是春风与阳光一般地不求回报的。
尽管《小草》歌词说“春风呀春风把我吹绿，阳光呀阳光把我照耀”，古人仍有“草不谢荣于春风”（李白《日出行》）之说。所以《诗经•小雅•蓼莪》云：“哀哀父母，生我劬劳”“欲报之德，昊天罔极”，此诗结尾也是一样的意思。母爱固然伟大，赤子之心也很动人，这是构成此诗内容的两个基本点。所有的人，都是母亲的孩子，对此本来就容易发生共鸣；加上形象感人的描写和兴到笔随的比兴，取得的效果尤佳。",577000
